timestamp,station_id,station_name,wind_speed_kmh,wind_gust_kmh,wind_direction,signal_level
2025-09-08 00:05:44,14,Sha Chau,59.0,84.0,Southeast,TC3
2025-09-08 00:05:44,15,Sha Tin,30.0,53.0,Southeast,TC1
2025-09-08 00:05:44,16,Shek Kong,18.0,56.0,East,TC1
2025-09-08 00:05:44,17,Stanley,63.0,89.0,South,TC8
2025-09-08 00:05:44,18,Star Ferry,41.0,62.0,Southeast,TC3
2025-09-08 00:05:44,19,Ta Kwu Ling,18.0,39.0,Southeast,TC1
2025-09-08 00:05:44,20,Tai Mei Tuk,48.0,69.0,Southeast,TC3
2025-09-08 00:05:44,21,Tai Po Kau,39.0,71.0,Southeast,TC1
2025-09-08 00:05:44,22,Tap Mun,79.0,94.0,Southeast,TC8
2025-09-08 00:05:44,23,Tate's Cairn,50.0,87.0,N/A,TC3
2025-09-08 00:05:44,24,Tseung Kwan O,29.0,69.0,Southeast,TC1
2025-09-08 00:05:44,25,Tsing Yi,26.0,58.0,Southeast,TC1
2025-09-08 00:05:44,26,Tuen Mun,26.0,53.0,Southeast,TC1
2025-09-08 00:05:44,27,Waglan Island,84.0,102.0,Southeast,TC8
2025-09-08 00:05:44,28,Wetland Park,26.0,57.0,Southeast,TC1
2025-09-08 00:05:44,29,Wong Chuk Hang,30.0,68.0,East,TC1
2025-09-08 00:16:03,0,Central Pier,45.0,76.0,Southeast,TC3
2025-09-08 00:16:03,1,Chek Lap Kok,48.0,80.0,Southeast,TC3
2025-09-08 00:16:03,2,Cheung Chau,80.0,117.0,Southeast,TC8
2025-09-08 00:16:03,3,Cheung Chau Beach,39.0,77.0,Southeast,TC1
2025-09-08 00:16:03,4,Green Island,39.0,76.0,Southeast,TC1
2025-09-08 00:16:03,5,Hong Kong Sea School,16.0,40.0,Variable,TC1
2025-09-08 00:16:03,6,Kai Tak,60.0,86.0,Southeast,TC3
2025-09-08 00:16:03,7,King's Park,24.0,54.0,Southeast,TC1
2025-09-08 00:16:03,8,Lamma Island,55.0,87.0,Southeast,TC3
2025-09-08 00:16:03,9,Lau Fau Shan,32.0,55.0,Southeast,TC1
2025-09-08 00:16:03,10,Ngong Ping,45.0,134.0,Variable,TC3
2025-09-08 00:16:03,11,North Point,14.0,30.0,East,TC1
2025-09-08 00:16:03,12,Peng Chau,48.0,75.0,Southeast,TC3
2025-09-08 00:16:03,13,Sai Kung,55.0,73.0,Southeast,TC3
2025-09-08 00:16:03,14,Sha Chau,55.0,68.0,Southeast,TC3
2025-09-08 00:16:03,15,Sha Tin,26.0,59.0,Southeast,TC1
2025-09-08 00:16:03,16,Shek Kong,19.0,60.0,East,TC1
2025-09-08 00:16:03,17,Stanley,68.0,94.0,South,TC8
2025-09-08 00:16:03,18,Star Ferry,49.0,73.0,East,TC3
2025-09-08 00:16:03,19,Ta Kwu Ling,25.0,51.0,Southeast,TC1
2025-09-08 00:16:03,20,Tai Mei Tuk,45.0,68.0,Southeast,TC3
2025-09-08 00:16:03,21,Tai Po Kau,47.0,83.0,Southeast,TC3
2025-09-08 00:16:03,22,Tap Mun,80.0,98.0,Southeast,TC8
2025-09-08 00:16:03,23,Tate's Cairn,58.0,95.0,N/A,TC3
2025-09-08 00:16:03,24,Tseung Kwan O,26.0,64.0,Southeast,TC1
2025-09-08 00:16:03,25,Tsing Yi,24.0,51.0,Southeast,TC1
2025-09-08 00:16:03,26,Tuen Mun,32.0,71.0,Southeast,TC1
2025-09-08 00:16:03,27,Waglan Island,82.0,101.0,Southeast,TC8
2025-09-08 00:16:03,28,Wetland Park,19.0,46.0,Southeast,TC1
2025-09-08 00:16:03,29,Wong Chuk Hang,33.0,66.0,East,TC1
2025-09-08 00:26:26,0,Central Pier,32.0,74.0,Southeast,TC1
2025-09-08 00:26:26,1,Chek Lap Kok,41.0,76.0,Southeast,TC3
2025-09-08 00:26:26,2,Cheung Chau,74.0,100.0,Southeast,TC8
2025-09-08 00:26:26,3,Cheung Chau Beach,40.0,82.0,Southeast,TC1
2025-09-08 00:26:26,4,Green Island,60.0,103.0,Southeast,TC3
2025-09-08 00:26:26,5,Hong Kong Sea School,13.0,46.0,South,TC1
2025-09-08 00:26:26,6,Kai Tak,57.0,97.0,Southeast,TC3
2025-09-08 00:26:26,7,King's Park,28.0,72.0,Southeast,TC1
2025-09-08 00:26:26,8,Lamma Island,58.0,84.0,Southeast,TC3
2025-09-08 00:26:26,9,Lau Fau Shan,35.0,63.0,Southeast,TC1
2025-09-08 00:26:26,10,Ngong Ping,58.0,117.0,Southwest,TC3
2025-09-08 00:26:26,11,North Point,10.0,29.0,East,TC1
2025-09-08 00:26:26,12,Peng Chau,53.0,83.0,Southeast,TC3
2025-09-08 00:26:26,13,Sai Kung,60.0,77.0,Southeast,TC3
2025-09-08 00:26:26,14,Sha Chau,55.0,71.0,Southeast,TC3
2025-09-08 00:26:26,15,Sha Tin,30.0,62.0,South,TC1
2025-09-08 00:26:26,16,Shek Kong,22.0,82.0,East,TC1
2025-09-08 00:26:26,17,Stanley,60.0,83.0,South,TC3
2025-09-08 00:26:26,18,Star Ferry,48.0,72.0,Southeast,TC3
2025-09-08 00:26:26,19,Ta Kwu Ling,27.0,54.0,Southeast,TC1
2025-09-08 00:26:26,20,Tai Mei Tuk,53.0,83.0,Southeast,TC3
2025-09-08 00:26:26,21,Tai Po Kau,41.0,60.0,Southeast,TC3
2025-09-08 00:26:26,22,Tap Mun,80.0,102.0,Southeast,TC8
2025-09-08 00:26:26,23,Tate's Cairn,57.0,91.0,N/A,TC3
2025-09-08 00:26:26,24,Tseung Kwan O,30.0,72.0,Southeast,TC1
2025-09-08 00:26:26,25,Tsing Yi,36.0,62.0,Southeast,TC1
2025-09-08 00:26:26,26,Tuen Mun,32.0,67.0,South,TC1
2025-09-08 00:26:26,27,Waglan Island,84.0,98.0,Southeast,TC8
2025-09-08 00:26:26,28,Wetland Park,18.0,37.0,Southeast,TC1
2025-09-08 00:26:26,29,Wong Chuk Hang,27.0,68.0,North,TC1
2025-09-08 00:36:45,0,Central Pier,30.0,77.0,Southeast,TC1
2025-09-08 00:36:45,1,Chek Lap Kok,47.0,71.0,Southeast,TC3
2025-09-08 00:36:45,2,Cheung Chau,69.0,90.0,Southeast,TC8
2025-09-08 00:36:45,3,Cheung Chau Beach,37.0,75.0,Southeast,TC1
2025-09-08 00:36:45,4,Green Island,64.0,95.0,South,TC8
2025-09-08 00:36:45,5,Hong Kong Sea School,8.0,22.0,Variable,TC1
2025-09-08 00:36:45,6,Kai Tak,46.0,75.0,Southeast,TC3
2025-09-08 00:36:45,7,King's Park,26.0,58.0,South,TC1
2025-09-08 00:36:45,8,Lamma Island,53.0,82.0,Southeast,TC3
2025-09-08 00:36:45,9,Lau Fau Shan,37.0,67.0,Southeast,TC1
2025-09-08 00:36:45,10,Ngong Ping,53.0,121.0,Southwest,TC3
2025-09-08 00:36:45,11,North Point,9.0,35.0,Southwest,TC1
2025-09-08 00:36:45,12,Peng Chau,45.0,79.0,Southeast,TC3
2025-09-08 00:36:45,13,Sai Kung,51.0,70.0,Southeast,TC3
2025-09-08 00:36:45,14,Sha Chau,66.0,99.0,South,TC8
2025-09-08 00:36:45,15,Sha Tin,30.0,50.0,Southeast,TC1
2025-09-08 00:36:45,16,Shek Kong,27.0,70.0,East,TC1
2025-09-08 00:36:45,17,Stanley,48.0,64.0,South,TC3
2025-09-08 00:36:45,18,Star Ferry,36.0,68.0,Southeast,TC1
2025-09-08 00:36:45,19,Ta Kwu Ling,30.0,65.0,Southeast,TC1
2025-09-08 00:36:45,20,Tai Mei Tuk,45.0,77.0,Southeast,TC3
2025-09-08 00:36:45,21,Tai Po Kau,37.0,63.0,Southeast,TC1
2025-09-08 00:36:45,22,Tap Mun,76.0,93.0,Southeast,TC8
2025-09-08 00:36:45,23,Tate's Cairn,55.0,76.0,N/A,TC3
2025-09-08 00:36:45,24,Tseung Kwan O,24.0,54.0,Southeast,TC1
2025-09-08 00:36:45,25,Tsing Yi,45.0,73.0,Southeast,TC3
2025-09-08 00:36:45,26,Tuen Mun,36.0,77.0,Southeast,TC1
2025-09-08 00:36:45,27,Waglan Island,86.0,101.0,Southeast,TC8
2025-09-08 00:36:45,28,Wetland Park,17.0,40.0,Southeast,TC1
2025-09-08 00:36:45,29,Wong Chuk Hang,19.0,34.0,Northwest,TC1
2025-09-08 00:47:04,0,Central Pier,30.0,62.0,Southeast,TC1
2025-09-08 00:47:04,1,Chek Lap Kok,64.0,89.0,Southeast,TC8
2025-09-08 00:47:04,2,Cheung Chau,60.0,88.0,Southeast,TC3
2025-09-08 00:47:04,3,Cheung Chau Beach,27.0,48.0,Southeast,TC1
2025-09-08 00:47:04,4,Green Island,50.0,78.0,South,TC3
2025-09-08 00:47:04,5,Hong Kong Sea School,8.0,36.0,Variable,TC1
2025-09-08 00:47:04,6,Kai Tak,43.0,74.0,Southeast,TC3
2025-09-08 00:47:04,7,King's Park,27.0,47.0,South,TC1
2025-09-08 00:47:04,8,Lamma Island,43.0,66.0,Southeast,TC3
2025-09-08 00:47:04,9,Lau Fau Shan,46.0,87.0,Southeast,TC3
2025-09-08 00:47:04,10,Ngong Ping,79.0,145.0,Southwest,TC8
2025-09-08 00:47:04,11,North Point,6.0,25.0,Variable,TC1
2025-09-08 00:47:04,12,Peng Chau,46.0,76.0,South,TC3
2025-09-08 00:47:04,13,Sai Kung,55.0,71.0,Southeast,TC3
2025-09-08 00:47:04,14,Sha Chau,67.0,110.0,South,TC8
2025-09-08 00:47:04,15,Sha Tin,28.0,55.0,South,TC1
2025-09-08 00:47:04,16,Shek Kong,14.0,37.0,South,TC1
2025-09-08 00:47:04,17,Stanley,54.0,74.0,South,TC3
2025-09-08 00:47:04,18,Star Ferry,35.0,70.0,Southeast,TC1
2025-09-08 00:47:04,19,Ta Kwu Ling,25.0,47.0,Southeast,TC1
2025-09-08 00:47:04,20,Tai Mei Tuk,39.0,56.0,Southeast,TC1
2025-09-08 00:47:04,21,Tai Po Kau,32.0,60.0,Southeast,TC1
2025-09-08 00:47:04,22,Tap Mun,73.0,89.0,Southeast,TC8
2025-09-08 00:47:04,23,Tate's Cairn,51.0,85.0,N/A,TC3
2025-09-08 00:47:04,24,Tseung Kwan O,23.0,59.0,Southeast,TC1
2025-09-08 00:47:04,25,Tsing Yi,46.0,73.0,Southeast,TC3
2025-09-08 00:47:04,26,Tuen Mun,36.0,64.0,Southeast,TC1
2025-09-08 00:47:04,27,Waglan Island,86.0,102.0,Southeast,TC8
2025-09-08 00:47:04,28,Wetland Park,21.0,46.0,Southeast,TC1
2025-09-08 00:47:04,29,Wong Chuk Hang,12.0,30.0,Northwest,TC1
2025-09-08 00:57:26,0,Central Pier,25.0,44.0,Southeast,TC1
2025-09-08 00:57:26,1,Chek Lap Kok,51.0,81.0,Southeast,TC3
2025-09-08 00:57:26,2,Cheung Chau,72.0,95.0,Southeast,TC8
2025-09-08 00:57:26,3,Cheung Chau Beach,34.0,62.0,Southeast,TC1
2025-09-08 00:57:26,4,Green Island,37.0,80.0,Southeast,TC1
2025-09-08 00:57:26,5,Hong Kong Sea School,12.0,56.0,Variable,TC1
2025-09-08 00:57:26,6,Kai Tak,53.0,79.0,Southeast,TC3
2025-09-08 00:57:26,7,King's Park,19.0,46.0,South,TC1
2025-09-08 00:57:26,8,Lamma Island,43.0,66.0,Southeast,TC3
2025-09-08 00:57:26,9,Lau Fau Shan,42.0,64.0,Southeast,TC3
2025-09-08 00:57:26,10,Ngong Ping,55.0,116.0,Variable,TC3
2025-09-08 00:57:26,11,North Point,16.0,39.0,East,TC1
2025-09-08 00:57:26,12,Peng Chau,34.0,51.0,Southeast,TC1
2025-09-08 00:57:26,13,Sai Kung,68.0,90.0,Southeast,TC8
2025-09-08 00:57:26,14,Sha Chau,64.0,83.0,South,TC8
2025-09-08 00:57:26,15,Sha Tin,30.0,55.0,Southeast,TC1
2025-09-08 00:57:26,16,Shek Kong,12.0,43.0,Variable,TC1
2025-09-08 00:57:26,17,Stanley,61.0,87.0,South,TC3
2025-09-08 00:57:26,18,Star Ferry,37.0,65.0,Southeast,TC1
2025-09-08 00:57:26,19,Ta Kwu Ling,22.0,58.0,Southeast,TC1
2025-09-08 00:57:26,20,Tai Mei Tuk,45.0,67.0,Southeast,TC3
2025-09-08 00:57:26,21,Tai Po Kau,36.0,72.0,Southeast,TC1
2025-09-08 00:57:26,22,Tap Mun,74.0,92.0,Southeast,TC8
2025-09-08 00:57:26,23,Tate's Cairn,65.0,97.0,N/A,TC8
2025-09-08 00:57:26,24,Tseung Kwan O,16.0,63.0,Southeast,TC1
2025-09-08 00:57:26,25,Tsing Yi,32.0,64.0,Southeast,TC1
2025-09-08 00:57:26,26,Tuen Mun,26.0,55.0,Southeast,TC1
2025-09-08 00:57:26,27,Waglan Island,79.0,89.0,Southeast,TC8
2025-09-08 00:57:26,28,Wetland Park,16.0,39.0,Southeast,TC1
2025-09-08 00:57:26,29,Wong Chuk Hang,19.0,53.0,East,TC1
2025-09-08 01:07:45,0,Central Pier,21.0,44.0,Southeast,TC1
2025-09-08 01:07:45,1,Chek Lap Kok,51.0,75.0,Southeast,TC3
2025-09-08 01:07:45,2,Cheung Chau,71.0,103.0,Southeast,TC8
2025-09-08 01:07:45,3,Cheung Chau Beach,35.0,72.0,Southeast,TC1
2025-09-08 01:07:45,4,Green Island,41.0,72.0,South,TC3
2025-09-08 01:07:45,5,Hong Kong Sea School,10.0,32.0,Variable,TC1
2025-09-08 01:07:45,6,Kai Tak,54.0,76.0,Southeast,TC3
2025-09-08 01:07:45,7,King's Park,29.0,59.0,Southeast,TC1
2025-09-08 01:07:45,8,Lamma Island,51.0,74.0,Southeast,TC3
2025-09-08 01:07:45,9,Lau Fau Shan,35.0,60.0,Southeast,TC1
2025-09-08 01:07:45,10,Ngong Ping,80.0,125.0,Southwest,TC8
2025-09-08 01:07:45,11,North Point,13.0,39.0,East,TC1
2025-09-08 01:07:45,12,Peng Chau,34.0,62.0,Southeast,TC1
2025-09-08 01:07:45,13,Sai Kung,69.0,86.0,Southeast,TC8
2025-09-08 01:07:45,14,Sha Chau,62.0,87.0,South,TC3
2025-09-08 01:07:45,15,Sha Tin,20.0,56.0,South,TC1
2025-09-08 01:07:45,16,Shek Kong,12.0,42.0,East,TC1
2025-09-08 01:07:45,17,Stanley,66.0,87.0,South,TC8
2025-09-08 01:07:45,18,Star Ferry,39.0,67.0,Southeast,TC1
2025-09-08 01:07:45,19,Ta Kwu Ling,20.0,53.0,Southeast,TC1
2025-09-08 01:07:45,20,Tai Mei Tuk,30.0,70.0,Southeast,TC1
2025-09-08 01:07:45,21,Tai Po Kau,47.0,89.0,Southeast,TC3
2025-09-08 01:07:45,22,Tap Mun,81.0,103.0,Southeast,TC8
2025-09-08 01:07:45,23,Tate's Cairn,67.0,103.0,N/A,TC8
2025-09-08 01:07:45,24,Tseung Kwan O,14.0,36.0,Variable,TC1
2025-09-08 01:07:45,25,Tsing Yi,24.0,56.0,Southeast,TC1
2025-09-08 01:07:45,26,Tuen Mun,22.0,53.0,Southeast,TC1
2025-09-08 01:07:45,27,Waglan Island,74.0,90.0,Southeast,TC8
2025-09-08 01:07:45,28,Wetland Park,17.0,42.0,Southeast,TC1
2025-09-08 01:07:45,29,Wong Chuk Hang,24.0,66.0,East,TC1
2025-09-08 01:18:04,0,Central Pier,22.0,50.0,Southeast,TC1
2025-09-08 01:18:04,1,Chek Lap Kok,46.0,72.0,Southeast,TC3
2025-09-08 01:18:04,2,Cheung Chau,69.0,88.0,Southeast,TC8
2025-09-08 01:18:04,3,Cheung Chau Beach,37.0,64.0,Southeast,TC1
2025-09-08 01:18:04,4,Green Island,51.0,89.0,South,TC3
2025-09-08 01:18:04,5,Hong Kong Sea School,11.0,35.0,South,TC1
2025-09-08 01:18:04,6,Kai Tak,48.0,69.0,Southeast,TC3
2025-09-08 01:18:04,7,King's Park,28.0,57.0,South,TC1
2025-09-08 01:18:04,8,Lamma Island,48.0,76.0,Southeast,TC3
2025-09-08 01:18:04,9,Lau Fau Shan,34.0,55.0,Southeast,TC1
2025-09-08 01:18:04,10,Ngong Ping,68.0,121.0,Southwest,TC8
2025-09-08 01:18:04,11,North Point,16.0,40.0,Variable,TC1
2025-09-08 01:18:04,12,Peng Chau,47.0,77.0,Southeast,TC3
2025-09-08 01:18:04,13,Sai Kung,63.0,82.0,South,TC8
2025-09-08 01:18:04,14,Sha Chau,63.0,96.0,Southeast,TC8
2025-09-08 01:18:04,15,Sha Tin,21.0,56.0,South,TC1
2025-09-08 01:18:04,16,Shek Kong,12.0,56.0,East,TC1
2025-09-08 01:18:04,17,Stanley,60.0,80.0,South,TC3
2025-09-08 01:18:04,18,Star Ferry,42.0,68.0,Southeast,TC3
2025-09-08 01:18:04,19,Ta Kwu Ling,33.0,64.0,South,TC1
2025-09-08 01:18:04,20,Tai Mei Tuk,24.0,65.0,Southeast,TC1
2025-09-08 01:18:04,21,Tai Po Kau,36.0,66.0,Southeast,TC1
2025-09-08 01:18:04,22,Tap Mun,68.0,99.0,Southeast,TC8
2025-09-08 01:18:04,23,Tate's Cairn,61.0,96.0,N/A,TC3
2025-09-08 01:18:04,24,Tseung Kwan O,11.0,24.0,Southeast,TC1
2025-09-08 01:18:04,25,Tsing Yi,26.0,71.0,Southeast,TC1
2025-09-08 01:18:04,26,Tuen Mun,32.0,62.0,Southeast,TC1
2025-09-08 01:18:04,27,Waglan Island,76.0,87.0,Southeast,TC8
2025-09-08 01:18:04,28,Wetland Park,14.0,46.0,Southeast,TC1
2025-09-08 01:18:04,29,Wong Chuk Hang,20.0,60.0,Variable,TC1
2025-09-08 01:28:24,0,Central Pier,22.0,39.0,Southeast,TC1
2025-09-08 01:28:24,1,Chek Lap Kok,46.0,76.0,Southeast,TC3
2025-09-08 01:28:24,2,Cheung Chau,70.0,91.0,Southeast,TC8
2025-09-08 01:28:24,3,Cheung Chau Beach,31.0,58.0,Southeast,TC1
2025-09-08 01:28:24,4,Green Island,41.0,68.0,Southeast,TC3
2025-09-08 01:28:24,5,Hong Kong Sea School,12.0,38.0,South,TC1
2025-09-08 01:28:24,6,Kai Tak,44.0,62.0,Southeast,TC3
2025-09-08 01:28:24,7,King's Park,26.0,58.0,South,TC1
2025-09-08 01:28:24,8,Lamma Island,42.0,64.0,Southeast,TC3
2025-09-08 01:28:24,9,Lau Fau Shan,35.0,67.0,Southeast,TC1
2025-09-08 01:28:24,10,Ngong Ping,85.0,140.0,Southwest,TC8
2025-09-08 01:28:24,11,North Point,12.0,40.0,East,TC1
2025-09-08 01:28:24,12,Peng Chau,46.0,78.0,Southeast,TC3
2025-09-08 01:28:24,13,Sai Kung,67.0,87.0,Southeast,TC8
2025-09-08 01:28:24,14,Sha Chau,54.0,80.0,South,TC3
2025-09-08 01:28:24,15,Sha Tin,27.0,68.0,Southeast,TC1
2025-09-08 01:28:24,16,Shek Kong,18.0,53.0,Southeast,TC1
2025-09-08 01:28:24,17,Stanley,59.0,79.0,South,TC3
2025-09-08 01:28:24,18,Star Ferry,37.0,71.0,Southeast,TC1
2025-09-08 01:28:24,19,Ta Kwu Ling,23.0,43.0,Southeast,TC1
2025-09-08 01:28:24,20,Tai Mei Tuk,22.0,61.0,Southeast,TC1
2025-09-08 01:28:24,21,Tai Po Kau,40.0,72.0,Southeast,TC1
2025-09-08 01:28:24,22,Tap Mun,65.0,98.0,Southeast,TC8
2025-09-08 01:28:24,23,Tate's Cairn,62.0,94.0,N/A,TC3
2025-09-08 01:28:24,24,Tseung Kwan O,14.0,48.0,Southeast,TC1
2025-09-08 01:28:24,25,Tsing Yi,33.0,68.0,Southeast,TC1
2025-09-08 01:28:24,26,Tuen Mun,30.0,64.0,Southeast,TC1
2025-09-08 01:28:24,27,Waglan Island,67.0,84.0,Southeast,TC8
2025-09-08 01:28:24,28,Wetland Park,19.0,49.0,Southeast,TC1
2025-09-08 01:28:24,29,Wong Chuk Hang,17.0,42.0,East,TC1
